Exchange Date,Close,Net,%Chg,Open,Low,High
45653,13106.3873,-145.3768,-0.010970373,13106.3873,13106.3873,13106.3873
45652,13251.7641,-4.3024,-0.000324561,13251.7641,13251.7641,13251.7641
45650,13256.0665,144.7679,0.011041462,13256.0665,13256.0665,13256.0665
45649,13111.2986,95.6341,0.007347616,13111.2986,13111.2986,13111.2986
45646,13015.6645,140.5772,0.010918543,13015.6645,13015.6645,13015.6645
45645,12875.0873,-11.1213,-0.000863039,12875.0873,12875.0873,12875.0873
45644,12886.2086,-391.3411,-0.029473895,12886.2086,12886.2086,12886.2086
45643,13277.5497,-51.226,-0.003843264,13277.5497,13277.5497,13277.5497
45642,13328.7757,52.2202,0.003933264,13328.7757,13328.7757,13328.7757
45639,13276.5555,1.3182,9.92977E-05,13276.5555,13276.5555,13276.5555
45638,13275.2373,-72.2686,-0.00541439,13275.2373,13275.2373,13275.2373
45637,13347.5059,108.3004,0.008180279,13347.5059,13347.5059,13347.5059
45636,13239.2055,-39.0882,-0.002943767,13239.2055,13239.2055,13239.2055
45635,13278.2937,-80.2016,-0.00600379,13278.2937,13278.2937,13278.2937
45632,13358.4953,34.7538,0.002608411,13358.4953,13358.4953,13358.4953
45631,13323.7415,-24.1361,-0.001808235,13323.7415,13323.7415,13323.7415
45630,13347.8776,80.5482,0.006071169,13347.8776,13347.8776,13347.8776
45629,13267.3294,6.2543,0.000471628,13267.3294,13267.3294,13267.3294
45628,13261.0751,33.9421,0.002566097,13261.0751,13261.0751,13261.0751
45625,13227.133,75.0549,0.005706695,13227.133,13227.133,13227.133
45623,13152.0781,-49.391,-0.003741326,13152.0781,13152.0781,13152.0781
45622,13201.4691,76.0056,0.005790698,13201.4691,13201.4691,13201.4691
45621,13125.4635,39.6074,0.003026734,13125.4635,13125.4635,13125.4635
45618,13085.8561,45.7734,0.003510208,13085.8561,13085.8561,13085.8561
45617,13040.0827,71.2343,0.005492724,13040.0827,13040.0827,13040.0827
45616,12968.8484,0.6915,5.33229E-05,12968.8484,12968.8484,12968.8484
45615,12968.1569,51.3572,0.003976,12968.1569,12968.1569,12968.1569
45614,12916.7997,52.3824,0.004071883,12916.7997,12916.7997,12916.7997
45611,12864.4173,-170.3705,-0.013070447,12864.4173,12864.4173,12864.4173
45610,13034.7878,-77.7863,-0.005932191,13034.7878,13034.7878,13034.7878
45609,13112.5741,3.6225,0.000276338,13112.5741,13112.5741,13112.5741
45608,13108.9516,-37.2454,-0.002833169,13108.9516,13108.9516,13108.9516
45607,13146.197,12.7263,0.000968997,13146.197,13146.197,13146.197
45604,13133.4707,51.9397,0.00397046,13133.4707,13133.4707,13133.4707
45603,13081.531,96.7996,0.007454879,13081.531,13081.531,13081.531
